Zone,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI
A9031,Male,Larynx,05yrs,138888,94,13.595,12.916,14.275,112498,72,12.87,12.227,13.514,15605,,,,
A9033,Male,Larynx,05yrs,177583,137,15.436,14.664,16.208,158098,109,13.746,13.058,14.433,12126,,,,
A9034,Male,Larynx,05yrs,151126,68,9.012,8.561,9.462,89232,60,13.522,12.846,14.198,55056,29,10.607,10.077,11.137
A9035,Male,Larynx,05yrs,157260,70,8.842,8.4,9.284,78885,,,,,72115,,,,
A9036,Male,Larynx,05yrs,158291,121,15.327,14.561,16.093,112755,80,14.142,13.435,14.849,34709,24,13.899,13.204,14.594
A9037,Male,Larynx,05yrs,145738,88,12.072,11.468,12.676,107821,63,11.75,11.162,12.337,21497,,,,
A9038,Male,Larynx,05yrs,154358,83,10.706,10.17,11.241,107600,59,11.011,10.461,11.562,34600,23,13.051,12.398,13.703
A9039,Male,Larynx,05yrs,158802,55,6.967,6.618,7.315,114956,22,3.868,3.674,4.061,29899,18,12.292,11.677,12.907
A9040,Male,Larynx,05yrs,140592,29,4.149,3.942,4.357,92447,39,8.416,7.995,8.836,30070,23,14.965,14.217,15.714
A9041,Male,Larynx,05yrs,152337,73,9.554,9.076,10.031,98757,56,11.429,10.858,12.001,37451,,,,
A9042,Male,Larynx,05yrs,155089,56,7.256,6.893,7.619,73969,27,7.263,6.9,7.626,53388,28,10.324,9.808,10.84
A9043,Male,Larynx,05yrs,149719,55,7.285,6.92,7.649,70812,40,11.4,10.83,11.971,70973,40,11.297,10.732,11.862
A9044,Male,Larynx,05yrs,185740,114,12.259,11.646,12.872,77833,45,11.465,10.891,12.038,101258,59,11.667,11.084,12.25
A9045,Male,Larynx,05yrs,148130,101,13.622,12.941,14.303,34888,,,,,100298,24,4.826,4.585,5.068
A9046,Male,Larynx,05yrs,144567,54,7.415,7.045,7.786,15092,,,,,122435,84,13.716,13.03,14.402
A9048,Male,Larynx,05yrs,160083,110,13.688,13.004,14.373,72770,51,13.888,13.193,14.582,71354,41,11.387,10.818,11.957
A9049,Male,Larynx,05yrs,151551,106,13.947,13.249,14.644,94098,35,7.544,7.167,7.922,42273,23,10.878,10.334,11.422
B0002,Male,Larynx,05yrs,140711,101,14.287,13.573,15.002,101037,62,12.315,11.699,12.931,31297,,,,
B0004,Male,Larynx,05yrs,169642,128,15.14,14.383,15.897,99991,20,4.079,3.875,4.283,63696,40,12.67,12.037,13.304
B0010,Male,Larynx,05yrs,148593,75,10.103,9.598,10.609,83813,63,15.066,14.312,15.819,59945,22,7.442,7.07,7.814
B0011,Male,Larynx,05yrs,178679,56,6.229,5.917,6.54,156755,46,5.822,5.531,6.113,14522,,,,
B0013,Male,Larynx,05yrs,165691,128,15.484,14.709,16.258,110867,79,14.192,13.483,14.902,33426,21,12.864,12.221,13.507
B0016,Male,Larynx,05yrs,158150,56,7.136,6.78,7.493,84327,62,14.702,13.967,15.437,70323,43,12.265,11.652,12.878
B0019,Male,Larynx,05yrs,145964,75,10.332,9.816,10.849,84231,65,15.512,14.737,16.288,57833,31,10.614,10.083,11.144
B0024,Male,Larynx,05yrs,188411,37,3.887,3.693,4.082,112990,48,8.556,8.128,8.984,58205,43,14.944,14.197,15.691
B0026,Male,Larynx,05yrs,125099,74,11.853,11.261,12.446,80640,49,12.16,11.552,12.768,34258,,,,
B0030,Male,Larynx,05yrs,159831,34,4.294,4.079,4.508,68552,33,9.741,9.254,10.228,82641,33,7.983,7.584,8.382
B0032,Male,Larynx,05yrs,145272,32,4.47,4.246,4.693,75811,44,11.5,10.925,12.075,64119,32,10.019,9.518,10.52
B0034,Male,Larynx,05yrs,236783,123,10.399,9.879,10.919,175767,36,4.055,3.852,4.257,52126,29,11.31,10.745,11.876
B0035,Male,Larynx,05yrs,183281,125,13.66,12.977,14.343,116529,70,11.96,11.362,12.558,57607,30,10.428,9.907,10.949
B0038,Male,Larynx,05yrs,143520,80,11.191,10.632,11.751,113861,52,9.065,8.612,9.518,21114,,,,
B0043,Male,Larynx,05yrs,180705,79,8.723,8.287,9.16,109845,36,6.544,6.217,6.872,56974,20,7.075,6.721,7.428
B0044,Male,Larynx,05yrs,182817,95,10.431,9.91,10.953,114214,39,6.841,6.499,7.184,63407,16,4.964,4.716,5.212
B0047,Male,Larynx,05yrs,167006,82,9.817,9.326,10.307,99722,62,12.5,11.875,13.124,63183,,,,
B0049,Male,Larynx,05yrs,156523,78,10.014,9.514,10.515,91716,51,11.061,10.508,11.614,57650,37,12.984,12.335,13.633
B0051,Male,Larynx,05yrs,242347,132,10.888,10.343,11.432,184542,119,12.877,12.234,13.521,47205,31,13.274,12.611,13.938
B0058,Male,Larynx,05yrs,239755,177,14.762,14.024,15.5,186137,66,7.144,6.787,7.502,31910,24,15.2,14.44,15.96
B0059,Male,Larynx,05yrs,130985,63,9.652,9.169,10.135,86442,66,15.179,14.42,15.938,39277,16,8.126,7.72,8.532
B0066,Male,Larynx,05yrs,200796,105,10.503,9.978,11.028,112806,60,10.633,10.101,11.164,82476,60,14.482,13.758,15.206
B0067,Male,Larynx,05yrs,254275,161,12.674,12.041,13.308,195946,60,6.139,5.832,6.446,46797,28,11.757,11.17,12.345
B0071,Male,Larynx,05yrs,137432,72,10.519,9.993,11.045,98723,39,7.893,7.498,8.287,20704,,,,
B0072,Male,Larynx,05yrs,129701,46,7.022,6.671,7.373,86783,53,12.127,11.521,12.733,33543,22,13.112,12.456,13.768
Statewide,Female,Ovary,05yrs,11816700,2916,4.935,4.688,5.182,7072836,3422,9.677,9.194,10.161,3948962,1940,9.828,9.336,10.319
A9001,Female,Ovary,05yrs,143085,64,8.965,8.517,9.413,117508,27,4.61,4.379,4.84,17122,,,,
A9002,Female,Ovary,05yrs,156573,30,3.79,3.601,3.98,74703,49,13.171,12.513,13.83,38022,29,15.303,14.538,16.068
A9003,Female,Ovary,05yrs,163534,49,6.032,5.731,6.334,61827,45,14.564,13.836,15.293,83188,45,10.811,10.27,11.351
A9004,Female,Ovary,05yrs,171184,81,9.486,9.012,9.961,78505,,,,,85128,22,5.083,4.829,5.337
A9005,Female,Ovary,05yrs,166396,127,15.265,14.502,16.028,12957,,,,,135789,71,10.476,9.952,10.999
A9006,Female,Ovary,05yrs,150277,56,7.393,7.023,7.762,89673,23,5.064,4.81,5.317,51995,22,8.566,8.138,8.994
A9007,Female,Ovary,05yrs,169880,43,5.091,4.836,5.345,90849,55,12.086,11.482,12.691,65421,27,8.179,7.77,8.588
A9008,Female,Ovary,05yrs,170875,39,4.595,4.366,4.825,134937,84,12.404,11.784,13.025,27072,,,,
A9009,Female,Ovary,05yrs,161952,53,6.523,6.197,6.85,101974,29,5.782,5.493,6.071,52714,,,,
A9010,Female,Ovary,05yrs,166106,90,10.78,10.241,11.319,109118,34,6.313,5.997,6.629,46287,31,13.468,12.795,14.142
A9011,Female,Ovary,05yrs,158425,99,12.528,11.901,13.154,129017,93,14.485,13.76,15.209,18132,,,,
A9013,Female,Ovary,05yrs,150180,61,8.171,7.762,8.58,105236,31,5.959,5.661,6.257,30177,22,14.37,13.651,15.088
A9014,Female,Ovary,05yrs,143902,62,8.677,8.243,9.11,115696,23,3.905,3.71,4.1,17756,,,,
A9015,Female,Ovary,05yrs,165107,125,15.082,14.328,15.836,49818,24,9.669,9.185,10.152,104088,80,15.419,14.648,16.19
A9016,Female,Ovary,05yrs,208496,89,8.55,8.122,8.977,158421,85,10.763,10.225,11.301,42928,,,,
A9017,Female,Ovary,05yrs,161828,62,7.692,7.307,8.076,69394,53,15.251,14.488,16.013,87644,48,10.944,10.397,11.491
A9018,Female,Ovary,05yrs,150529,27,3.598,3.418,3.778,127646,38,6,5.7,6.3,12063,,,,
A9019,Female,Ovary,05yrs,168076,101,11.992,11.392,12.592,67634,25,7.428,7.056,7.799,67615,27,8.097,7.692,8.502
A9020,Female,Ovary,05yrs,178654,70,7.854,7.461,8.246,38058,18,9.622,9.14,10.103,134785,50,7.423,7.052,7.794
A9021,Female,Ovary,05yrs,155175,94,12.158,11.55,12.766,107532,77,14.33,13.613,15.046,18817,,,,
A9022,Female,Ovary,05yrs,164504,105,12.753,12.115,13.39,64080,17,5.368,5.099,5.636,96529,48,10.023,9.522,10.524
A9023,Female,Ovary,05yrs,161436,67,8.251,7.838,8.663,48371,,,,,101235,48,9.57,9.092,10.049
A9024,Female,Ovary,05yrs,148761,62,8.283,7.869,8.697,53006,19,7.218,6.858,7.579,83077,61,14.728,13.991,15.464
A9025,Female,Ovary,05yrs,150575,96,12.811,12.17,13.451,93424,53,11.346,10.779,11.914,47250,,,,
A9026,Female,Ovary,05yrs,165312,59,7.131,6.774,7.487,88972,56,12.698,12.063,13.333,66482,16,4.859,4.616,5.102
A9027,Female,Ovary,05yrs,138701,101,14.635,13.903,15.367,98855,25,5.032,4.78,5.283,23999,,,,
A9028,Female,Ovary,05yrs,157590,71,8.99,8.541,9.44,116859,29,4.942,4.695,5.19,16322,,,,
A9029,Female,Ovary,05yrs,160236,102,12.737,12.101,13.374,143595,111,15.416,14.645,16.186,9428,,,,
A9030,Female,Ovary,05yrs,165512,37,4.429,4.207,4.65,82969,18,4.379,4.16,4.598,66713,45,13.458,12.785,14.131
A9031,Female,Ovary,05yrs,140163,93,13.325,12.658,13.991,113654,47,8.187,7.778,8.597,17290,,,,
A9033,Female,Ovary,05yrs,178734,41,4.605,4.375,4.835,160025,29,3.661,3.478,3.845,11713,,,,
A9034,Female,Ovary,05yrs,162192,126,15.476,14.702,16.249,93315,23,4.84,4.598,5.082,62191,,,,
A9035,Female,Ovary,05yrs,161184,54,6.693,6.359,7.028,80212,47,11.642,11.06,12.224,75058,18,4.699,4.464,4.934
A9036,Female,Ovary,05yrs,170517,126,14.824,14.083,15.565,119956,37,6.152,5.845,6.46,39739,,,,
A9037,Female,Ovary,05yrs,156555,85,10.829,10.288,11.371,116158,88,15.094,14.339,15.848,24186,18,15.077,14.323,15.831
A9038,Female,Ovary,05yrs,162039,35,4.273,4.059,4.487,109821,54,9.865,9.371,10.358,40405,,,,
A9039,Female,Ovary,05yrs,165630,101,12.181,11.572,12.79,119073,25,4.188,3.979,4.397,33186,22,13.378,12.709,14.047
A9040,Female,Ovary,05yrs,146174,47,6.423,6.102,6.744,97817,64,13.04,12.388,13.692,32980,,,,
A9041,Female,Ovary,05yrs,165960,104,12.543,11.916,13.171,104746,38,7.214,6.853,7.574,45540,34,14.742,14.005,15.479
A9042,Female,Ovary,05yrs,162006,98,12.058,11.455,12.661,76893,52,13.555,12.877,14.233,60029,,,,
A9043,Female,Ovary,05yrs,155790,40,5.163,4.905,5.421,70683,42,11.886,11.291,12.48,78209,30,7.558,7.18,7.936
A9044,Female,Ovary,05yrs,197447,140,14.131,13.424,14.837,79850,32,8.054,7.652,8.457,112260,35,6.188,5.879,6.498
A9045,Female,Ovary,05yrs,171223,90,10.547,10.019,11.074,37556,16,8.786,8.347,9.226,121676,87,14.253,13.541,14.966
A9046,Female,Ovary,05yrs,168061,72,8.542,8.115,8.969,16475,,,,,145884,52,7.19,6.831,7.55
A9048,Female,Ovary,05yrs,162689,71,8.768,8.33,9.206,69311,,,,,80689,41,10.185,9.676,10.695
A9049,Female,Ovary,05yrs,165023,64,7.757,7.37,8.145,101151,65,12.778,12.139,13.417,50144,34,13.628,12.946,14.309
B0002,Female,Ovary,05yrs,119871,81,13.528,12.851,14.204,97466,55,11.292,10.727,11.856,18913,,,,
B0004,Female,Ovary,05yrs,172854,79,9.171,8.713,9.63,102198,59,11.477,10.903,12.051,65366,44,13.319,12.653,13.985
B0010,Female,Ovary,05yrs,162132,102,12.589,11.96,13.219,87529,52,11.841,11.249,12.433,69449,31,8.825,8.384,9.266
B0011,Female,Ovary,05yrs,187035,124,13.279,12.615,13.943,164281,51,6.186,5.877,6.496,15567,,,,
B0013,Female,Ovary,05yrs,166592,102,12.254,11.642,12.867,110527,70,12.625,11.994,13.257,36621,18,10.061,9.558,10.564
B0016,Female,Ovary,05yrs,130695,38,5.742,5.455,6.029,77207,47,12.105,11.499,12.71,50304,,,,
B0019,Female,Ovary,05yrs,140315,99,14.182,13.473,14.891,83165,22,5.257,4.994,5.52,53591,20,7.528,7.152,7.904
B0024,Female,Ovary,05yrs,194076,47,4.793,4.554,5.033,117046,74,12.725,12.089,13.361,64229,48,14.891,14.147,15.636
B0026,Female,Ovary,05yrs,130963,74,11.298,10.734,11.863,82279,20,4.926,4.68,5.172,38395,,,,
B0030,Female,Ovary,05yrs,169223,82,9.744,9.257,10.232,69134,34,9.73,9.243,10.216,91908,69,15.068,14.315,15.822
B0032,Female,Ovary,05yrs,144219,50,6.933,6.586,7.279,75894,18,4.65,4.418,4.883,64397,28,8.752,8.314,9.189
B0034,Female,Ovary,05yrs,242868,163,13.432,12.76,14.103,183605,72,7.891,7.496,8.285,53714,40,14.751,14.013,15.489
B0035,Female,Ovary,05yrs,189192,51,5.403,5.132,5.673,117949,74,12.555,11.927,13.183,63568,17,5.376,5.107,5.645
B0038,Female,Ovary,05yrs,152031,59,7.73,7.343,8.116,120928,66,10.978,10.429,11.527,22966,,,,
B0043,Female,Ovary,05yrs,188984,147,15.517,14.741,16.293,113497,75,13.212,12.552,13.873,63124,30,9.655,9.172,10.138
B0044,Female,Ovary,05yrs,177608,35,3.9,3.705,4.095,115869,83,14.392,13.673,15.112,56803,19,6.855,6.512,7.198
B0047,Female,Ovary,05yrs,173410,134,15.408,14.638,16.179,103315,41,8.014,7.613,8.414,66035,38,11.515,10.939,12.09
B0049,Female,Ovary,05yrs,160768,59,7.31,6.944,7.675,90482,57,12.56,11.932,13.188,64367,18,5.659,5.376,5.942
B0051,Female,Ovary,05yrs,224381,103,9.216,8.755,9.677,178230,122,13.715,13.029,14.401,35776,20,11.185,10.626,11.744
B0058,Female,Ovary,05yrs,247615,141,11.362,10.793,11.93,194098,128,13.231,12.569,13.892,35693,,,,
B0059,Female,Ovary,05yrs,134645,48,7.198,6.838,7.558,87054,55,12.718,12.082,13.354,42677,,,,
B0066,Female,Ovary,05yrs,217267,77,7.096,6.741,7.451,119686,54,9.045,8.593,9.497,91928,67,14.523,13.796,15.249
B0067,Female,Ovary,05yrs,267264,145,10.817,10.276,11.358,205631,159,15.444,14.672,16.216,49915,25,10.187,9.678,10.696
B0071,Female,Ovary,05yrs,124948,37,5.871,5.578,6.165,90482,29,6.393,6.074,6.713,18581,,,,
B0072,Female,Ovary,05yrs,133495,71,10.599,10.069,11.129,87954,34,7.727,7.341,8.114,36117,19,10.536,10.009,11.063
Statewide,Both,Esoph,05yrs,23126262,5894,5.097,4.842,5.352,13930420,2896,4.158,3.95,4.366,7523094,2051,5.453,5.181,5.726
A9001,Both,Esoph,05yrs,279097,65,4.639,4.407,4.871,229973,69,6.034,5.732,6.336,32542,,,,
A9002,Both,Esoph,05yrs,305865,58,3.799,3.609,3.989,143779,49,6.845,6.503,7.187,70310,20,5.778,5.489,6.067
A9003,Both,Esoph,05yrs,309981,124,8.02,7.619,8.421,118975,31,5.154,4.896,5.411,151775,57,7.563,7.185,7.941
A9004,Both,Esoph,05yrs,324503,96,5.901,5.606,6.196,149027,29,3.872,3.679,4.066,160079,53,6.674,6.341,7.008
A9005,Both,Esoph,05yrs,309704,109,7.026,6.674,7.377,24606,,,,,247361,82,6.593,6.263,6.922
A9006,Both,Esoph,05yrs,294638,104,7.089,6.735,7.444,178009,26,2.938,2.791,3.085,98218,31,6.387,6.068,6.706
A9007,Both,Esoph,05yrs,323260,77,4.786,4.547,5.026,177729,39,4.415,4.194,4.635,118633,43,7.265,6.901,7.628
A9008,Both,Esoph,05yrs,336621,92,5.451,5.179,5.724,264274,80,6.054,5.751,6.356,53735,18,6.701,6.366,7.036
A9009,Both,Esoph,05yrs,309048,47,3.067,2.914,3.22,195325,33,3.358,3.19,3.526,98494,25,5.107,4.852,5.363
A9010,Both,Esoph,05yrs,316394,67,4.219,4.008,4.43,207391,50,4.819,4.578,5.06,86956,18,4.048,3.846,4.251
A9011,Both,Esoph,05yrs,310119,71,4.594,4.365,4.824,251341,39,3.11,2.954,3.265,35220,,,,
A9013,Both,Esoph,05yrs,300620,51,3.365,3.197,3.534,210982,31,2.966,2.817,3.114,58714,,,,
A9014,Both,Esoph,05yrs,283144,56,3.962,3.764,4.16,226151,37,3.236,3.074,3.398,33938,,,,
A9015,Both,Esoph,05yrs,307158,94,6.141,5.834,6.448,99120,36,7.242,6.88,7.604,185556,54,5.836,5.544,6.128
A9016,Both,Esoph,05yrs,395658,158,8.008,7.607,8.408,303792,46,3.012,2.862,3.163,77730,,,,
A9017,Both,Esoph,05yrs,314711,126,7.998,7.598,8.398,138925,43,6.137,5.83,6.444,166179,43,5.212,4.951,5.472
A9018,Both,Esoph,05yrs,291492,76,5.195,4.935,5.455,247071,87,7.038,6.686,7.39,23593,,,,
A9019,Both,Esoph,05yrs,329689,126,7.617,7.236,7.998,132461,27,4.108,3.903,4.314,128217,26,4.122,3.915,4.328
A9020,Both,Esoph,05yrs,329288,104,6.338,6.021,6.655,73493,29,7.95,7.553,8.348,243898,44,3.625,3.444,3.806
A9021,Both,Esoph,05yrs,303290,117,7.696,7.311,8.081,207160,57,5.47,5.196,5.743,35926,,,,
A9022,Both,Esoph,05yrs,321131,105,6.53,6.203,6.856,127324,41,6.405,6.085,6.726,186212,72,7.77,7.381,8.158
A9023,Both,Esoph,05yrs,317386,99,6.225,5.914,6.536,102472,28,5.556,5.278,5.834,189096,41,4.343,4.126,4.561
A9024,Both,Esoph,05yrs,306827,45,2.913,2.768,3.059,114148,39,6.909,6.564,7.255,163104,28,3.433,3.262,3.605
A9025,Both,Esoph,05yrs,291306,101,6.923,6.577,7.269,182928,47,5.191,4.932,5.451,88238,20,4.59,4.361,4.82
A9026,Both,Esoph,05yrs,314519,108,6.845,6.503,7.187,172173,38,4.392,4.173,4.612,121567,20,3.297,3.132,3.462
A9027,Both,Esoph,05yrs,276946,67,4.846,4.604,5.088,198085,68,6.856,6.514,7.199,46476,,,,
A9028,Both,Esoph,05yrs,307245,108,7.046,6.693,7.398,225182,50,4.398,4.178,4.618,30191,,,,
A9029,Both,Esoph,05yrs,313429,58,3.678,3.494,3.861,280645,97,6.941,6.594,7.288,17595,,,,
A9030,Both,Esoph,05yrs,317532,52,3.277,3.114,3.441,161120,32,3.994,3.794,4.194,123013,19,3.104,2.949,3.26
A9031,Both,Esoph,05yrs,279051,105,7.545,7.168,7.923,226152,35,3.132,2.976,3.289,32895,,,,
A9033,Both,Esoph,05yrs,356316,84,4.706,4.471,4.941,318123,63,3.96,3.762,4.158,23840,,,,
A9034,Both,Esoph,05yrs,313318,65,4.168,3.96,4.376,182547,36,3.945,3.747,4.142,117246,29,4.942,4.695,5.189
A9035,Both,Esoph,05yrs,318445,53,3.337,3.17,3.504,159098,26,3.262,3.099,3.425,147172,53,7.2,6.84,7.56
A9036,Both,Esoph,05yrs,328808,65,3.966,3.767,4.164,232711,40,3.405,3.235,3.576,74448,29,7.904,7.509,8.299
A9037,Both,Esoph,05yrs,302294,92,6.07,5.766,6.373,223980,52,4.658,4.426,4.891,45682,,,,
A9038,Both,Esoph,05yrs,316397,61,3.846,3.654,4.039,217421,75,6.863,6.52,7.206,75005,20,5.325,5.058,5.591
A9039,Both,Esoph,05yrs,324432,127,7.838,7.446,8.23,234029,56,4.796,4.556,5.036,63086,21,6.644,6.311,6.976
A9040,Both,Esoph,05yrs,286766,67,4.699,4.464,4.934,190264,29,3.005,2.855,3.156,63049,18,5.639,5.357,5.921
A9041,Both,Esoph,05yrs,318297,87,5.466,5.193,5.739,203504,52,5.138,4.881,5.395,82991,29,6.885,6.541,7.23
A9042,Both,Esoph,05yrs,317095,53,3.356,3.188,3.523,150861,40,5.332,5.066,5.599,113417,32,5.678,5.395,5.962
A9043,Both,Esoph,05yrs,305510,50,3.302,3.136,3.467,141494,37,5.274,5.011,5.538,149182,57,7.701,7.316,8.086
A9044,Both,Esoph,05yrs,383187,75,3.904,3.708,4.099,157683,60,7.642,7.26,8.024,213518,61,5.71,5.424,5.995
A9045,Both,Esoph,05yrs,319353,50,3.148,2.99,3.305,72444,28,7.614,7.233,7.995,221975,52,4.701,4.466,4.936
A9046,Both,Esoph,05yrs,312628,110,7.059,6.706,7.412,31567,,,,,268319,97,7.227,6.866,7.588
A9048,Both,Esoph,05yrs,322771,67,4.126,3.919,4.332,142080,43,6.016,5.715,6.317,152043,25,3.35,3.182,3.517
A9049,Both,Esoph,05yrs,316574,96,6.045,5.743,6.347,195249,72,7.342,6.975,7.709,92417,34,7.277,6.913,7.641
B0002,Both,Esoph,05yrs,260582,41,3.129,2.973,3.286,198503,34,3.47,3.296,3.643,50210,16,6.538,6.211,6.865
B0004,Both,Esoph,05yrs,342496,77,4.501,4.276,4.726,202189,45,4.496,4.272,4.721,129062,44,6.886,6.542,7.231
B0010,Both,Esoph,05yrs,310725,110,7.109,6.754,7.465,171342,28,3.299,3.134,3.464,129394,37,5.695,5.411,5.98
B0011,Both,Esoph,05yrs,365714,94,5.141,4.884,5.398,321035,93,5.786,5.496,6.075,30089,,,,
B0013,Both,Esoph,05yrs,332283,72,4.308,4.093,4.524,221394,66,5.949,5.652,6.247,70047,,,,
B0016,Both,Esoph,05yrs,288845,69,4.804,4.564,5.044,161534,48,5.931,5.635,6.228,120627,22,3.688,3.503,3.872
B0019,Both,Esoph,05yrs,286279,71,4.984,4.735,5.234,167396,48,5.773,5.484,6.061,111424,30,5.337,5.07,5.604
B0024,Both,Esoph,05yrs,382487,143,7.475,7.101,7.848,230036,67,5.8,5.51,6.09,122434,17,2.75,2.612,2.887
B0026,Both,Esoph,05yrs,256062,76,5.901,5.606,6.197,162919,60,7.42,7.049,7.79,72653,,,,
B0030,Both,Esoph,05yrs,329054,118,7.169,6.81,7.527,137686,26,3.719,3.533,3.905,174549,25,2.909,2.764,3.055
B0032,Both,Esoph,05yrs,289491,43,2.944,2.796,3.091,151705,60,7.883,7.489,8.278,128516,22,3.48,3.306,3.654
B0034,Both,Esoph,05yrs,479651,182,7.589,7.21,7.969,359372,120,6.691,6.357,7.026,105840,32,5.981,5.682,6.28
B0035,Both,Esoph,05yrs,372473,122,6.543,6.216,6.87,234477,89,7.556,7.179,7.934,121175,19,3.155,2.997,3.313
B0038,Both,Esoph,05yrs,295551,60,4.051,3.849,4.254,234789,67,5.734,5.447,6.021,44080,,,,
B0043,Both,Esoph,05yrs,369689,109,5.891,5.596,6.186,223342,73,6.516,6.19,6.842,120098,29,4.81,4.57,5.051
B0044,Both,Esoph,05yrs,360425,78,4.345,4.128,4.562,230083,74,6.396,6.076,6.716,120210,26,4.26,4.047,4.473
B0047,Both,Esoph,05yrs,340416,58,3.399,3.229,3.569,203037,81,8.015,7.614,8.416,129218,42,6.536,6.209,6.863
B0049,Both,Esoph,05yrs,317291,48,3.045,2.893,3.198,182198,44,4.805,4.564,5.045,122017,47,7.768,7.38,8.156
B0051,Both,Esoph,05yrs,466728,180,7.721,7.335,8.107,362772,97,5.363,5.095,5.632,82981,19,4.634,4.402,4.866
B0058,Both,Esoph,05yrs,487370,95,3.912,3.717,4.108,380235,60,3.165,3.007,3.323,67603,23,6.697,6.362,7.032
B0059,Both,Esoph,05yrs,265630,60,4.485,4.26,4.709,173496,59,6.749,6.411,7.086,81954,,,,
B0066,Both,Esoph,05yrs,418063,141,6.754,6.416,7.092,232492,37,3.189,3.03,3.349,174404,34,3.933,3.736,4.129
B0067,Both,Esoph,05yrs,521539,109,4.19,3.981,4.4,401577,70,3.479,3.305,3.653,96712,30,6.249,5.937,6.562
B0071,Both,Esoph,05yrs,262380,51,3.916,3.72,4.112,189205,54,5.679,5.395,5.962,39285,,,,
B0072,Both,Esoph,05yrs,263196,74,5.652,5.369,5.934,174737,61,7.004,6.654,7.355,69660,,,,
Statewide,Female,Esoph,05yrs,11816700,392,0.664,0.631,0.697,7072836,336,0.951,0.903,0.998,3948962,22,0.114,0.108,0.119
A9001,Female,Esoph,05yrs,143085,,,,,117508,,,,,17122,,,,
A9002,Female,Esoph,05yrs,156573,32,4.131,3.924,4.337,74703,,,,,38022,,,,
A9003,Female,Esoph,05yrs,163534,,,,,61827,,,,,83188,,,,
A9004,Female,Esoph,05yrs,171184,,,,,78505,,,,,85128,,,,
A9005,Female,Esoph,05yrs,166396,17,2.001,1.901,2.101,12957,,,,,135789,22,3.247,3.085,3.41
A9006,Female,Esoph,05yrs,150277,27,3.649,3.466,3.831,89673,,,,,51995,,,,
A9007,Female,Esoph,05yrs,169880,33,3.937,3.74,4.134,90849,,,,,65421,,,,
A9008,Female,Esoph,05yrs,170875,,,,,134937,21,3.12,2.964,3.276,27072,,,,
A9009,Female,Esoph,05yrs,161952,,,,,101974,16,3.11,2.955,3.266,52714,,,,
A9010,Female,Esoph,05yrs,166106,32,3.902,3.707,4.097,109118,,,,,46287,,,,
A9011,Female,Esoph,05yrs,158425,28,3.472,3.299,3.646,129017,24,3.762,3.574,3.95,18132,,,,
A9013,Female,Esoph,05yrs,150180,,,,,105236,,,,,30177,,,,
A9014,Female,Esoph,05yrs,143902,,,,,115696,21,3.71,3.525,3.896,17756,,,,
A9015,Female,Esoph,05yrs,165107,,,,,49818,,,,,104088,,,,
A9016,Female,Esoph,05yrs,208496,37,3.562,3.384,3.74,158421,,,,,42928,,,,
A9017,Female,Esoph,05yrs,161828,25,3.112,2.957,3.268,69394,,,,,87644,,,,
A9018,Female,Esoph,05yrs,150529,21,2.829,2.688,2.971,127646,,,,,12063,,,,
A9019,Female,Esoph,05yrs,168076,,,,,67634,,,,,67615,,,,
A9020,Female,Esoph,05yrs,178654,,,,,38058,,,,,134785,,,,
A9021,Female,Esoph,05yrs,155175,,,,,107532,,,,,18817,,,,
A9022,Female,Esoph,05yrs,164504,25,3.014,2.863,3.164,64080,,,,,96529,,,,
A9023,Female,Esoph,05yrs,161436,,,,,48371,,,,,101235,,,,
A9024,Female,Esoph,05yrs,148761,26,3.459,3.286,3.632,53006,,,,,83077,,,,
A9025,Female,Esoph,05yrs,150575,,,,,93424,16,3.387,3.218,3.557,47250,,,,
A9026,Female,Esoph,05yrs,165312,26,3.126,2.97,3.282,88972,,,,,66482,,,,
A9027,Female,Esoph,05yrs,138701,,,,,98855,,,,,23999,,,,
A9028,Female,Esoph,05yrs,157590,32,4.093,3.888,4.298,116859,,,,,16322,,,,
A9029,Female,Esoph,05yrs,160236,33,4.085,3.881,4.29,143595,30,4.116,3.91,4.322,9428,,,,
A9030,Female,Esoph,05yrs,165512,35,4.208,3.998,4.419,82969,,,,,66713,,,,
A9031,Female,Esoph,05yrs,140163,25,3.621,3.44,3.802,113654,20,3.558,3.38,3.736,17290,,,,
A9033,Female,Esoph,05yrs,178734,35,3.881,3.687,4.076,160025,22,2.703,2.568,2.838,11713,,,,
A9034,Female,Esoph,05yrs,162192,,,,,93315,,,,,62191,,,,
A9035,Female,Esoph,05yrs,161184,33,4.037,3.835,4.238,80212,,,,,75058,,,,
A9036,Female,Esoph,05yrs,170517,24,2.804,2.664,2.945,119956,,,,,39739,,,,
A9037,Female,Esoph,05yrs,156555,17,2.206,2.096,2.316,116158,,,,,24186,,,,
A9038,Female,Esoph,05yrs,162039,,,,,109821,,,,,40405,,,,
A9039,Female,Esoph,05yrs,165630,28,3.355,3.187,3.522,119073,22,3.711,3.526,3.897,33186,,,,
A9040,Female,Esoph,05yrs,146174,17,2.314,2.198,2.429,97817,,,,,32980,,,,
A9041,Female,Esoph,05yrs,165960,,,,,104746,19,3.705,3.52,3.89,45540,,,,
